Sentence,Emotion
명탐정 코난 극장판 : 세월호 침몰의 비밀 편,혐오
 오빠가 있었던 곳이라니..ㅠㅠ,행복
회사를?,놀람
Kbo의 잘했어요. 좋은결정 환영 .내가다 기분이 좋아지네요.,행복
아부에는 선수빰치네,혐오
  그리고 지금 너무 위로받고싶어요.,슬픔
 시간 정말 빠른것같아ㅜㅜ,놀람
알았어. 걔도 좋아하겠지. ……고맙다.,행복
정말 좋아하긴 한거 맞냐? 다른 감정을 사랑이라고 착각한 거 아니야?,중립
……딱히 별 상관 없잖아? 한 살 차이면 어차피 똑같지 뭘.,중립
 저같은분 또 계신가요..,슬픔
독도팀과 베이징팀의 치열한 감남스타일 뮤직비디오 찍으시는 걸보면서역시 멤버들 짱이시다라고 느겼습니다,행복
니가 왜? 니가 왜 거기서 살아?,놀람
난오늘도일한다 ㅠ,슬픔
뭣 땜에?,중립
오아시스노래를 하루중 12시간을 듣고있어서귀가너무아퍼요 ㅠㅠㅠㅠㅠㅠ0,슬픔
유치원원장이 국민과 대통령은 유치원생으로본거지,분노
갓세정.... 대단하다!!,행복
자동차들 볼때마다 뿌듯해요~~,행복
 그때쯤 부터일주일에 두세번정도 화장실 가서 볼일[소변] 보고화장지에 묻은거 확인 해보면..,공포
며칠전에 울면서 매달렸는데..,슬픔
 둘다 인물이 좋으니 남자한복이 이리 이쁜지 감탄하게 됐음..,놀람
아빠.,중립
진짜 죽길 바랬던거야?,놀람
이야~~~유라한테는 정말 코가 찡해지는 조국이구나 유라야 이제부턴 네가 고국에 보은할때다 빨리 모국 품에 안기렴ㅎㅎ,혐오
"오바마 대통령, 보기 드문 참 멋쟁이 대통령이야!",행복
 응원부탁드려요,행복
바쁘니까 전화하지 마? 늦으니까 기다리지 마. 끊을게? 내가 다시는 전화 하나 봐라.,분노
그럼 그냥 친구?,놀람
그 사람하고 결혼하고 싶어요.,중립
흉기차 침수차 대량으로 생산하겠네 ㅋㅋ,혐오
벌금 미국처럼때려...,분노
감기 걸렸어? 도대체 겨울재킷은 왜 입고 온 거야?,놀람
아ㅜ아버지 어머니들 힘내세요..,행복
"엄마, 이렇게 다 싸주면 식구들은 뭘 먹어?",놀람
헌재 잘한다!,행복
엉?,중립
진사 처음엔 진짜 재밋고 향수 낫는데ㅠ,슬픔
코발트블루인줄 알았음,공포
살 마니뺐네 ~ 이뻐졌어출산드라때. 돼지같더만~,놀람
다음에 하면 안 되겠소?,슬픔
더럽게 나이먹었네ㅠㅠ,슬픔
오. 아버님..,놀람
이번엔 200백만이다 이놈아,분노
질투는~,중립
그럼 내가 실례되는 짓을 한 사람 같잖아.,분노
…응.,중립
왜 우리나라 국민을 목조르냐 중국어선 진작에 침몰시켯으면 됫자나 중국민들 배불리먹이고 자국민 굶기냐?,혐오
이젠 선동질까지 하는 기사를 올리는구나,분노
큰 일났네. 북핵 문제보다 더 심각한 위기다.,공포
"그래, 나 구미호다. 간 조심해. 나 잘거야. 이렇게 누워 자는 것도 500년 만이네.",슬픔
 그래서 헤어진 사람한테도 연락해 ?,놀람
"좀 쉬어, 응? 얼른 좀 자.",슬픔
그럼 내가 걔 옆에서 죽으라고 부추기고 있단 말이야?,놀람
다행이네.,행복
갸도 노답이지만 댁도 잘한거 없다는거 그걸 모르진 않을껀데 저모습은 뜬금없네 보기 상당히 불편하네요,혐오
더 흩어지자고요?,놀람
곡성보고나서 저기산에서 악마보면 지릴듯,공포
날씨가 좋네.,중립
에? 뭐...,중립
음. ,중립
"늙으면 뜨신 구들목이 제격인데, 닭새끼 한 마리 목숨 연명시켜 보겠다고 노인네들두 고생이네,",혐오
2년 만난여자와 헤어졋지만 다시 다른분을 만나서 결혼을 할수 있을지...걱정입니다.....ㅠㅠㅠ,공포
아직도 안잡았냐??,놀람
인성은 안바뀌는구나ㅋ 항상 인성안좋은사람 조심하자,혐오
장마...? 이번주에 단 한번도 비구경 못했는데?,놀람
"아참, 너한테 쓸데없는 걱정을 끼쳤으니까 사과도 할 겸 퇴원한 뒤에 너하고 제일 먼저 놀아줄게.",중립
지칠때 김연아씨 경기 보면서 힐링 많이받고있어요ㅠㅠ 멋져,행복
뭐가?! 그리고 넌 왜 너네 집 놔두고 맨날 여기 있어?,분노
니가 뭔데 내 인생에 상관이야!,분노
왜 대답을 안해!,분노
구랏성 예보로 사람들의 체감 온도는 상승세로 보이네요.,분노
이준기ㅠㅜㅠ진짜기대합니다♡,행복
내가 뭘?! ,분노
드라마나 실컷 봐라 이 등짝아,분노
아~~엉~~,슬픔
그게 좋은데 말야. 근데 내 돌머리 비서가 아직도 뭘 모르고 파티 준비하길래 지금 도망나온거야.,중립
사람이 만든 바이러스...라면 무섭다 공격 공격,공포
그건 도대체 어디서 듣고 온거예요?,놀람
너도 열심히 하잖아. 근데 왜 그 모양... 크흠.,슬픔
마당에 있는 신문 좀 갖다 줘.,중립
아!,놀람
"뭐? 인간아!... 그리고, 내 어제 분명히 그랬지. 원장한테 전화해서 미안하다 그래라고... 너, 왜 안했어? 왜!",분노
 살 빠져도 튼살 부각됨?,공포
약태환도 그렇고 이색히도 그렇고 젊은 색히들이 기성세대의 뻔뻔함을 너무 일찍 배웠네,혐오
뭐? ,중립
서문시장 화재가 아무래도 수상하다 뭔가 자꾸 냄새가난다,공포
왜 무슨 일 있어요?,놀람
"오늘 변호사님 잘릴뻔 한 거, 내가 막아줬잖아요. ",중립
내일쯤... 올 거예요.,중립
넌 날 전혀 생각하지 않겠지..,슬픔
곤경에 처한 사람은 도와줘야 한다구 그랬어요.,중립
축하합니다. 행복하세요^^,행복
내 말은 그런 뜻이 아니다. 친해질 필요는 없어. 그냥 원만하게 지내라는 거다. 적대하거나 무시하는 대신 산뜻하고 사무적인 관계를 유지하는 기술을 익히도록 해라. 그게 사회에 적응하는 것이니까.,중립
8기가에 다넣을순없고 ㅠㅠ,슬픔
그래요? 그런 목적이라면 신청 가능해요. 신청 양식은 구청 홈페이지에서 내려 받으시면 됩니다. 행사 후에는 주변을 깨끗이 정리해 주셔야 합니다.,중립
맞추시는분께는 10만원상당의 상품권드림 'ㅁ'0,행복
우상호의원님 원내대표축하드립니다.,행복
알겠어요 선생님. 참 흰 장갑도 껴야 돼죠?,중립
둘째돌인데 셋째를 낳았다구 우왕,놀람
민폐캐릭 지수때문에 많이 못나오는 박시연은 무슨죄?,혐오
임금체불 잘하는 사장같은 인상이다,혐오
미친 구단들 지들이 파이를 키워놓고 용병 비싸다고 랄지하네 4점대 방어율가진투수를 100억에 계약하라던?,혐오
백악관이나 들어가 살아 딴대로 가지말고,혐오
왜 결혼 안했어?,놀람
역시...장꾸준!대박입니당!^^♡,행복
사사건건 한국을 돈으로 옥죄려한다면 우리의 적이다,분노
별로 놀라운 사실도 아니네.,중립
진짜 멋있다... 존경스러워요 언니,행복
선빵 날려!!!!!????,분노
그나저나 아직도 mbc에 수신료 내는 개진상들이 있다는게 참으로 놀랍다,분노
해경이 없어져야 할게 아니고 있으나 마나한 외교부가 없어져야 하는거 아니냐,슬픔
언론사가 떡찰이나 견찰보다 수사를 더 잘하는 현실이 무섭다,공포
문제는 그동안 출근한 부분에 대해서 돈 계산 부분입니다.,슬픔
강게이 처럼...여자..음주......하지마라....강게이는 이제 도박만 하면 범죄 3관왕 달성이다,혐오
일본 진짜 이런건 선진국이라 불릴만하다,슬픔
"같이 있어봤자, 계속 부딪히잖아요. 이럴땐 좀 피해 있읍시다.",중립
 내거 믿는 진실은 결국은 거짓선동인가?,분노
넌 내가 그렇게 불편해? 나한텐 어떤 말도 솔직하게 할 수가 없을 만큼 내가 불편해?,슬픔
공부는 내가 하는 거잖아. 내가 그 누나랑 하는 게 좋다는데 뭐가 문제야?!,분노
아! 그래서. 그때도 그렇게 문자 보내셨구나. ,놀람
그，그래?,중립
글쎄 그게 불안한가? 주변 전부가 그렇게 무서워?,중립
미친존재감..ㅠㅠㅠ,행복
"누, 누구세요?",놀람
뭘?,중립
요즘은 냄새맡으면 더배고파지는거같아요ㅠㅠㅠ,슬픔
아!,놀람
유해진씨 짱!입니다,행복
김연경 화이팅!!!,행복
이제 슬슬 사귈 때도 되지 않았나?,중립
"솔직히 둘이 같이 동거중이라는 사실을 알고나선 좀 많이 놀랐어요, 속두 많이 상했구요. ",중립
세계에서 유일하게 미국 애플과 경쟁하는 한국기업들 대단하다~,놀람
여보세요!,중립
    멀리서 응원해요...,행복
괜찮어~내가 사 입을게.,중립
무슨 소리야? 누구?,놀람
뭐 한달후쯤?,중립
 이랬는데 언니가  안녕히 가세요,공포
생긴건 호위무사 하는짓은 고자내시,혐오
정말?,놀람
"너, 전에도 여기 왔었어?",놀람
저돈이어디서나올까?,놀람
아깐 좋다더니..,중립
국가가 스스로 국가임을 포기하는 어리석은 행위를 하지않기를 간절히 바란다.,혐오
들어오게 하세요. 그리고 공항 입국 하자마자 구속시키세요~ 군법으로 다스리세요~,혐오
옆에 있고 싶어요.,슬픔
국민의당 잘한다..응원합니다,행복
당신은 지금 노래가 나와요?,분노
여자도 그렇게 남자한테 지기싫으면 이제 군대가라.,슬픔
하.. ,중립
맨날 배우자면서 못배우는건 우리 병인가?,공포
핑계도 가지가지예요,혐오
이제는 언론에서 뛰여주면 겁난다. 망할까바,공포
24살 별볼일없는 전문대 나옴.,공포
"선생 이미지엔 상관없겠지만, 내 이미지엔 그래.",분노
잘한자 잘한다 잘하고 있다 칭찬해주고 싶다..,행복
 부담 안줄수 있을까요?,공포
하..내년에는 이제 더 힘들겠네여,슬픔
그러고도 오바마가 뻔뻔하게 두테르테 비난질이네..,혐오
월화수목 sbs가 싹쓸어버리네요 ㅎㅎ,놀람
어마~놀래라!,놀람
죄송이고 뭐고 너 이거 어쩔거야? 지금 이게 얼마짜리 손핸지 알고 나 있어? ,분노
 전 심리적으로 무지 힘든데 다른분들은 어떤가요?,슬픔
  그래서 체중이 말랏지만  배는 장난아니네여ㅜㅜ,슬픔
그럼 그동안 집에도 안 들어오고 바쁘다고 그런게 놀러다닌게 아니고 돈벌러 다니느라 그런 거야?,놀람
왜 남자가 부케를 받으면 장난처럼 보이는거지???,공포
4대강 22조는 어디다 쓴거냐?,분노
저런 양심없는 기업은 퇴출시켜야지.,분노
 딱히 팬도 아니고 좋아했던 사람도 아니지만용서라는 프로그램 봤을때 진심이 느껴졌고 어머님한테 잘하시길 바랍니다,행복
 남자친구는 공기업다니고 28살이고 저는 항상 불안해요,공포
"그, 그냥 말투 때문이잖아!",분노
어떻게 다가가는게 좋을까요..편의점..알바하는걸로 보아.,공포
으아악! 뭐야 그 아줌마 완전 짜증나! 어이없어!,분노
 그런데 뭐 선동련 조계현 이강철을 키워? ㅋㅋ,놀람
형이 뭐 또 사고 쳤어?,놀람
히트다히트,행복
감기 걸린 거 같아서요.,중립
인간이라고 할 수 없는 것들,분노
도둑들어 빨래건조대로 때려서 사망시킨 사건은 죄가 크고 피켓으로 때린건 경범죄정도로 처리하면 진짜 쓰레기나라다.,분노
어?! 어... 나 고객한테 선물 받은 거...,놀람
김고은 개쌉부럽다 진쨔ㅠㅠ,슬픔
 영 소식이 없네요 ㅠ.ㅠ,슬픔
요즘 보기 드물게 우직하고 순수하신 분 그래도 몸은 챙겨가며 방송하세요,행복
 성희롱같은것도당할수있다고 난 생각함....,공포
기분이 묘하내요,공포
"앗, 그게 아니에요. 정말로 없어서요….",놀람
힘들겠지. 답답하지 않아? 꽤 답답할 거 같은데.,중립
예. 책임질수 있습니다.,중립
피아노 젖으면 안 된단 말이에요. 돈만 받으면 된다. 이런 식이면 안 되죠. 이런 일을 하셔도 직업의식이 있어야죠.,분노
지금은 요요가 와서 5키로정도가 다시 쪘습니다..,슬픔
곧 교내에서 아웃팅으로 소문이 퍼질 것같은데너무 무섭네요 ..!,공포
네?,놀람
애는요-? 애는 몇 살인데-?,중립
내가 연락을 안하면 안하는 남친..,혐오
박보검 사극 했어도 한번더 보고싶네요 박보검 강추♡♡,행복
"내가 경찰에 진작 넘기자고 했지, 이렇게 깡패 짓이나 하려고 빼돌렸니? 너 조폭이야? 권총으로 여자 협박이나 하고! 왜 이래 진짜?",분노
국민 특별 감찰단을 대규모로 구성해서 구석구석 파헤쳐야해요 박파라치!,분노
계속집에만있게되요,슬픔
지금 화냈잖아,중립
개인 정보 관리를 쇼핑몰에 다 맡길 수는 없지. 네가 비밀번호라도 자주 바꿨으면 이런 일이 없었을거야.,중립
그 마음... 이해합니다.,슬픔
"걔, 6학년 때부터 혼자 잘 살아온 애예요. 별 문제 없을 거예요.",중립
진짜.. 심각한거아닌가요. 나날이 예상 날짜가 미뤄지네 ㅋ,공포
악마의 탈을 쓴 썅ㅎ년이네,분노
응? ,놀람
깨시민 판치네 여기 ㅋㅋ,혐오
"화장품회사다보니, 젊은 여자들이 많은거 같은데 걱정이네요..",공포
"놔! 놔, 이거!",분노
엠비씨짱~♡♡ 아~,행복
 비참하네요,슬픔
그냥 고문이 답이다,분노
다른일에는 졸 빨리 언론플레이하던 박원숭옹은 어디계시나??,혐오
앨범내서 1위못하면 해체하는거 같다 ㅠㅠ슈주는 해체하지말자 진짜 ㅠㅠ,슬픔
우리만 손해인줄 아나? 중국놈들도 타격이 크다는거는 왜 기사를 않쓰냐 이 사이비 언론아,혐오
몇 년째에요?,중립
아직은.. 잠복하며 좀 더 봐야죠..,중립
뺨 갈겨주고싶다 시ㅜ발ㅜ년,혐오
남친은 군대 가 있고.........,슬픔
북한의 총살은 이럴때 필요하구나,놀람
여기 악플들 허위사실유포죄로 캡쳐 pdf따서 소속사에 메일 보낼 거니 계속 하세요~,혐오
 친구가 없는건 아니야..!,놀람
드디어 성공이구나!,놀람
혼인빙자 간음죄나 사기죄나 둘 중 하나로 감옥 들어가면 되겠네.,혐오
한번 사람고기 맛본 육식동물은 계속 사람공격합니다...,공포
어떻게 하면 좋을까요.,공포
차라리... 좀 현실적인 재건 방안을 짜 보시는 게 어때요? 그럼 저도 도와드릴 순 있는데,중립
"천천히 먹어요, 뜨거워! ",중립
 맘 이란것이 편하지못해..,슬픔
네. 그런데 파는 김치가 우리 식구들 입맛에 잘 안 맞아요. 그래서 좀 힘들지만 담가 먹어요.,중립
보직파괴 3년 되었다.,슬픔
"카드도 끊어놨는데 왜 안기어들어오지? 돈 떨어지면 밖에서 버틸 놈이 못되는데. 얘, 그 액션스쿨인지 패션스쿨인지 먹고 잘 만하다냐?",놀람
"왜, 전화 안 받아?",분노
"쪽빠리의 자식들이 많은 한국도 따라가겠지 ?친일의 자식들이 너무많고, 너무많은 혜택을 누리는 나라 한국 !!!!!!!!!!!!!!!",혐오
빨리 대책 마련해라...큰일 벌어지기전에,공포
지적능력 초등학생 미만...,분노
네?,놀람
너무 구체적으로 푸는건 머리아프네요,슬픔
텔레비전 보겠다잖아!,중립
 잊지 못할 크리스마스 선물 줘서 진짜 고맙고 앞으로도 절대 잊지 못할 것 같아요ㅎㅎ,행복
아…,놀람
이 무슨 운명의 장난이라니? 하고 많은 사람중에 어떻게 우리 엄마랑 니네 부모님이 삼각관계냐구? ,슬픔
아들놈이 누님 필요 없다고 가라 그럽디까!,분노
직위해체 시켜라 저런게 경찰이라고,혐오
 소심함의 정의좀알려주시고 안좋은건가요?0,공포
조금 쉬고 싶다는 생각도 들고 몰 해서 먹고 살아야 할지여기저기 뒤지다 보니 대부분 나이에서 걸리고에혀~,슬픔
언제부터 경찰청장이 정치질 하는 정치인 이었냐??,분노
전쟁은 참으로 두렵다...,공포
여자 몸매도 그렇도 둘이 커플이라서 요가방송 찍었다는데 ㅋ암튼 ㅜㅜ 부럽심,슬픔
"꼭 입어야하는거면 손으로 빨던가, 아니면 주변에 있는 동전 세탁소에 가봐야겠지.",중립
머리에 뭐가 들었나? 그것이 궁금하다,혐오
다른 애들은 몰라도 혜림은 대려가도 쓸때가 없져 ㅠ ㅠ,슬픔
한심한 개.......사ㅣ끼들!!!!!,분노
카드 내역서 보니 무슨 노래방 무슨 술집 그리고 모텔등다,놀람
영화에서 보던걸 실제로....,놀람
난 K리그 수원 라이벌팀 팬이지만 객관적으로 우리가 테스트 해봤던 풀백중에서는 집을 비워서 그렇지 수비력 자체는 좋았음,행복
해서 안될일 했지요. . .,슬픔
이거 길몽맞죠?0,행복
"대장님, 지금 조난자는 어딘지도 모르는 남극 한복판에서 죽어가고 있다구요!! ",분노
"불편하시면, 퇴근하셨다 내일 아침 일찍 나오셔도 됩니다.",중립
복많이 받으실거예요.,행복
닥그네 대리인단 다 매국노나 다름없다!,분노
이럴때?어떻게 앞으로 나아가셨나요?ㅜ,공포
생각도들고 부모님께 말씀드리면 실망하실까바 말도못하겟고 ㅠㅠ,슬픔
짱께가 만들엇다 먼말인지 알지????,혐오
 검찰은 이영복 때문에 알면서도 덮었겠지.,분노
그냥 형이라고 불러. ,중립
용인 경전철 꼴나는거 아닌지요,공포
됐어. 독이 오를 데로 오른 놈이라 말 해봤자 씨알도 안 먹혀. 나가봐.,분노
도시에 물 뿌리는 차좀 많이 보내라!!!! 멍때리지말고!!정부야^,혐오
여전히 멋있는 모습으로 멋있는 생각을 가지고 있네요!! 당신의 길을 응원합니다!!,행복
 언제까지 시간 끌거냐!,분노
촛불이 원하는건 야당만 존재하는 대한민국??,분노
 결국 생각해보더니 다행이 붙잡혀주더라구요,행복
애기도 키우고! 알바도 더 열심히 해서 너 공부할 수 있게 뒷바라지도 다 할게!! ,슬픔
3번은 가중처벌 ㅠㅠ,혐오
 유럽식 느낌이 물씬~캐나다시내는 정말 멋진 곳이군요.,놀람
너무 오래 기다리게 해서 미안해.,중립
그러면 이제는 어떻게 생각하는데?,놀람
혼자는 외롭지만 둘은 괴롭다.,중립
아가한테는 문제가 없는거겠죠?,공포
안그럼 직장에서 뭐라고 해요;;;;;;,공포
으으.. 이게 자칭 깨어있는 신여성들의 모습이란말입nika?? ㅋㅋㅋㅋㅋㅋ너무나도 역겹네요,혐오
뭐!,놀람
 잘난것도 없으면서 잘난척하는거 못봐주겠다,분노
벌써 자게? 아직 9시 밖에 안됐는데?,중립
악플 꼬라지 봐라 ..,혐오
아...,슬픔
네?,놀람
 임신 인가요?,놀람
친정에서는 저보고 잘 판단해서 하라고하시는데 쉬기를 원하시는 눈치입니다.,행복
끝까지 간지작살이네. 부럽. . .,슬픔
"치, 여기가 바람 쐬는 데냐?",중립
다 고치셨어요?,중립
배고프다. 밥 먹자.,중립
제가 다리가 0다리인데 특히 오른쪽 다리가 좀 심하데 휘어잇어요오른쪽 골반도 많이 아프구요 ㅠㅠ,슬픔
그래도 같이 하셔야죠. 어떻게 저만 시키세요,분노
형!! 어딜 가려구?!!,놀람
오빠!!,놀람
바마형님 고생하셧습니다 ㅠ.ㅠ,행복
"왜, 왜? 반장. 지금 나 긴장 땜에 꽤 힘든데..",놀람
다시.,중립
"저 원래 이런 성격이에요. 드라마에 나오는 캐릭터 같은 성격이면 평상시에 살기 힘들어요.. 감독님께서도 제가 드라마 속 캐릭터와 다른 성격이기 때문에 더 잘 표현할 수 
있을 거라고 말씀해주셨어요. ",중립
네?,놀람
"재능이 없다니요, 그런 말이 어딨어요? 당신은…",중립
와 정말 무서운 사람이다,공포
에후똘추새키들 가능할걸 가능으로만들자^,혐오
축하 한다 ~~^^,행복
"정체는 알았구요, 그리고 재산은 아무 의미가 없습니다.",중립
아조깐네 진짜.,분노
게놈 검사해서 큰 대뇌 유전자 알아 보자?,놀람
그러니까 놀러가야지. 기분전환! 얼른! ,중립
아.소시 그만좀해라 진짜.,분노
연합뉴스 아직도 청와대에서 기사받아쓰냐??,놀람
난 미세먼지가 더 무섭다.,공포
"아니, 너무 이뻐.",행복
여기저기 돌아다녀봤는데 별로 재미가 없어서 일찍 왔어. 오늘 할 일이 아주 많다고 했지?,중립
그래도 야비해서 싫어!,혐오
2번도모르는국민이뽑은대통령이기에뭐라할말도엄네~~,혐오
특히 너는 원래부터 이상했으니까.,중립
안녕하세요,행복
맡겨만 줘.,중립
완전 감동적이네~!,행복
다친 사람에게 악플다는 사람들 자기가 한말이 본인에게 배가 돠서 돌아간다는것만 알아라,혐오
살면서 현대.기아는 안사는걸로,분노
무튼 술에 관한 수치도나와요?,놀람
아! 나 분명히 안한다 그랬어. ,분노
물타기 시작됐구만 대단하다,놀람
나도 허리디스크에 수술까지했는데 2002년에 강원도인제로 군대 갔다왔다 !! 니가 지금 제정신이냐,분노
"아냐! 그건, 나 이제 그쪽하고 상관없어!...그리고, 그 사람도 더 이상 국정원일 안하고!",놀람
기레기들ㅈ오지랖은 서울이나 신경써라,분노
 나는 이렇고..,슬픔
청소해주면 고맙지,행복
박근혜부터 끌어내리자 ㅋㅋ,분노
어머. 별꼴이야. 내가 안 하면 오빠가 하려구?,놀람
그래. 그럼 얼른 놀다 와.,중립
 이쉬끼가 사고쳤는데 왜내가 부끄러우냐 완전 개망신이네 쳐죽일놈,분노
어?? 이거 잘못 되면 면죄부인데??.,놀람
그 강간범은 당시가 기억이 나지 않는다고 말합니다.,분노
중국남자가 음식 다한다고요?아닌데요?,놀람
그렇다고 딴데보면서 계산하면 더 웃기고..,슬픔
"왜 그래, 아침부터 쓸쓸하게. ",슬픔
인생이 길다면 칠팔십년인데 한번뿐인인생 결혼식까지 단 일이주내지 며칠 하루남았다고 참고결혼하시게요?,분노
드디어 이런날이 오다니..,행복
잘했어. 파이팅!,중립
캬 댓글알바들이 남들 다 자는 시간이 주로 활동하는구나 ㅋㅋ,놀람
이 cb뇽은 입만 열면 거짓말이네,혐오
답답해.,중립
 집에서 테러리스트 취급 당할까봐0,공포
월요일날 알바가는데 자동차부품박스포장이래 이거 쉬운걸까??,공포
"뭐 하는 거냐, 너……",놀람
"근데 왜 구박이야, 구박은! 기분 나빠질려구 그러네!",분노
그녀에게서 소중한 시간을 얻은 것은 오히려 저예요.,슬픔
더이상 대통령도 뭣도 아닌 중범죄자 바끄네를 즉각 체포하라.,분노
크리스마스이브에 쉬지도 못하네...,슬픔
그러게 말이다.,중립
제생각엔 오자다리인것 같은데 많이 심한건..가요..?,공포
위기로다 다음대통령감이 없 다 .,슬픔
"니가 형을 그렇게 보면 어쩔 거야, 자식아.",분노
"그게 그렇게 중요하니. 내가 사무실을 팔았든, 안 팔았든, 네가 진절머리 나게 싫어하는 나란 놈 신세를 졌다는 사실이... 없어질 거 같니?",중립
연기가늘질않어~~,슬픔
제가 여기동호회에 재현오빠 클럽을 만들었거든요..,행복
첫급여인데 실수령이 125만원이래요 ..,슬픔
터너 보내고 황재균 영입하면 간단히 마물되네,혐오
얘는 좀 고문을 해야되지않나?,혐오
저것들 보수가 아니다,분노
요양원 가야할판인데 무슨 대통령이냐,혐오
뭐? 왜? ,놀람
제가 아드님에게 전해드린 마약량이 상당합니다.,중립
권혁 술한잔하것네 ㅋ,행복
 노래도 좋은데,행복
"그러게, 오해할 뻔했다. 어? 봐바. 저긴 구워준다 그러구, 저기는 데워준다 그러구, 저기는 다져준데. 찜질구, 굽구, 데우고, 다지구, 간 빼먹는 구미호보다 더 무서운 곳인 줄 알았다.",놀람
머리를 했다치자..,놀람
 알바비 받다가 골로 갈수 있어.,공포
왜 무시하고 그래? 웃겨 정말.,행복
나? ... 나보고 하라고?,놀람
우리 외할아버지가 22년생이신데... 1870년생이면 와..ㅋㅋ,놀람
 어떻게 아시는 겁니까대단하세요,놀람
뭐?! 나?!,놀람
 그러면 야당은 누구에 힘으로 정권을 잡았나!,분노
욕할가치도없다,분노
ㅈㄱㄴ 사진다가려서 없앨라 하는데 아떻게 없애는지 모르겟다ㅠㅠㅠ,공포
 트윗 지금 봤는데 넘 예뻐..,행복
이것도 최순실이 작품이라거러지.,분노
지금 하고 있잖니.,중립
티원 락스 파이팅~,행복
 그동안 노래 내고 춤 만드느라 엄청 고생 많았겠다..,행복
생각할수록최악이다.,분노
아!! 나 볼일 보는 중이야~,분노
 내 다섯달 봉급이다 이년아,분노
결혼도 해야되고 후회도되고..,공포
첫번째 사진 너무 충격적이네요,놀람
우리나라 기사보면 애플은 매번 혁신이 없고 폰 낼 때마다 위기상황이라더니 ㅋㅋㅋ,분노
북한핵 막지도 못하는 사드 찬성하는 것들 노답이다,분노
그렇죠? 산이 높고 도시 한가운데 있어서 그래요.,중립
내 말 잘 들어! 자넬 죽이기로 한 놈이랑 연락이 안 돼. 지금 당장 거길 떠. 어서!,분노
아직도 또 오해영이라는.드라마에서 못벗어나고있음ㅠㅠㅠ,슬픔
참아야 겠다...,슬픔
호흡기 관리는 도대체 어떻게 하면 되나요? 숨을 쉬지 말까요?,혐오
개같이생겼네가 빈말이아니였구나 ㅠㅠ,슬픔
 180센티 되보는게 소원인데ㅠㅠ,슬픔
2교대 많이 힘든가요?,공포
혹시 내기바둑을 두다가 걸리면 죄목이 뭔지 알아? 도박죄가 아니고 사기죄야. 그냥 니가 초라한 사기꾼이라 걸 깨우쳐주려고.,분노
진심 개한민국인가......,놀람
s8플러스는 모냐 아이폰 따라하냐 노트 는 바로 못만드니 화면만 크게해서 팔려고 하나보네,중립
그냥 영구제명가자,혐오
뭐 하자는 겁니까……,놀람
어릴 때 사촌언니랑 잠깐 살았는데 딸이 참 많이 따랐거든. 근데 미국 가게 돼서 울고불고 난리도 아니었는데 안 간다고 약속 해놓고 쟤 잘 때 몰래 가버려서 딴엔 그때 상처가 컸나봐. 당장 내일 갈꺼 아니라고 말을 해도..,중립
"아~, 진짜, 머리가 이상해질 것 같다고! 난 반드시 나갈 거야. 이 기숙사에서 탈출하고야 말겠어!",분노
 추카드려요,행복
"칭찬인 줄 알아? 됐다, 아무것도 하지 말고 가만히 구석에 찌그러져 있어!",분노
태풍이 진짜 엄청나긴 했나보네,놀람
드디어 뇌숭숭이 현실로 ㅠㅠ,놀람
 이 나라 여기서 더 망하는꼴 보기 겁나니까.,공포
인간 사육장 대한민국,혐오
LPG 차량 늘어나면...,공포
지나갈때에 옆구리를 바로차버려! 확! 자빠지게!..,분노
언제 터질지 모르는데 그냥 불편하더라도 대여폰 쓰지,혐오
"난 괜찮아요, 오빠.",중립
ㅋㅋㅋㅋ대한민국을 자기 금고처럼 쓴거네,분노
저지르긴 뭘 저질러? 아무 일 없었다니까!,분노
왜그러냐 두루두루 쓰게 줌 두지,공포
헌재 빨리 끌어내려주세요,분노
야채김밥 1만원인 시대가 정녕 올것인가,공포
"증인~ 뭐요? 하참 이 양반, 영화를 너무 많이 보셨구만?",중립
정유라랑 한방에 집어 넣어서 반성 좀 시켜라,분노
제가 헤어지자그래놓고 왜이러는건지모르겠네요..,슬픔
온 국민이 불안하다. 도대체 ㅜ.ㅠ,공포
추운데ㅠㅠ 고생하십니다....!,슬픔
어딜 가요? ,놀람
 제 말은 주식을 하면 무조건 잃는 건가요?,공포
  저도 모르게 눈물 흘렸어요.,슬픔
너는 그냥 나만 따라오면 돼.,행복
교통대란이 와도 서울시민은 감수 하겠다 ??,놀람
 치과를 가봐야할까요,공포
죽음을 눈앞에 둔 누군가가 알바 엄청풀었네.,혐오
어..남주혁 좋지만 하백 느낌이...,공포
왜 또... 위암이 재발하셨나요?,놀람
어디가 아픈데?,놀람
성근이야 늘 그랬지만 이젠 한화 구단이 더 무서워.,공포
혹시몰라서 생리대했는데 그후론 피가안비추고휴지에 분홍색피가 묻어나는정도네요..,놀람
친절하게 설명해 놓았지만 너무 복잡하네요.,슬픔
하는거 찍는다는 자체가 변태아닌가,혐오
드디어!!!! 장하다!!!,행복
"뭔가 생각했던 거랑은 약간 다르지만. 그래도 이렇게 또 학생회 일에 얼굴도 비추고, 너희들과 얘기할 수 있는 건 정말 기뻐.",행복
걔가 어릴 때부터 운동만 해서 남자같은 구석이 좀 있어요.,중립
유재석 최고~~^^,행복
거봐요. 웃으면서 할 수 있는 얘기잖아요.,행복
